datahora,Geração Usinas CVU (MW),Geração Biomassa (MW),Geração Eólicas (MW),Geração Hidráulica não MRE (MW),Geração Hidráulica MRE (MW),PLD (R$/MWh),CMO (R$/MWh),Carga Global (MWh/H),Intercâmbio (MW),ENA Armazenável (MW)
2021-04-20 23:00,159.940387,5.614014999999999,1.19604,1.71238,5.957337,174.04,184.13,40496.236000000004,6503.011,28322.01218556966
2021-04-21 00:00,142.711342,5.27712,2.5597529999999997,1.742487,5.982759,168.68,181.005,38321.955,5965.60499999,29245.359375
2021-04-21 01:00,123.133383,4.2780000000000005,7.448735,1.764101,5.373256,162.72,172.305,36297.54,5349.31,28322.01218556966
2021-04-21 02:00,121.172684,4.2780000000000005,9.306538,1.773741,5.436285,146.13,160.03,34673.971,5025.86899999,28322.01218556966
2021-04-21 03:00,120.442748,4.525704,10.769015,1.7747519999999999,5.473158,140.15,168.825,33716.522,4717.705,28322.01218556966
2021-04-21 04:00,121.980102,4.961653999999999,12.985289999999999,1.7605000000000002,5.474958,142.62,164.305,33387.8865,4656.91,28322.01218556966
2021-04-21 05:00,123.99672699999999,4.604750999999999,13.476947,1.7432889999999999,5.587355,150.51,164.905,33628.748,4880.147,28322.01218556966
2021-04-21 06:00,157.31635699999998,5.32496,12.697187999999999,1.728078,5.058834,153.23,164.41500000000002,33827.9435,5156.581,28322.01218556966
2021-04-21 07:00,157.341608,5.7915019999999995,11.09042,1.7186329999999999,5.498405,152.96,163.075,33652.551,5564.981,28322.01218556966
2021-04-21 08:00,157.236796,5.784800000000001,11.447973,1.711033,5.590208,158.02,166.595,34788.8285,5859.861,28322.01218556966
2021-04-21 09:00,156.885571,4.954346,10.894174,1.717087,5.465589,158.32,167.565,35801.997,6024.658,28322.01218556966
2021-04-21 10:00,156.546263,5.2801279999999995,4.5767739999999995,1.711352,5.565665,158.12,166.55,36664.702999999994,6372.231,28322.01218556966
2021-04-21 11:00,156.141274,5.354689,3.719566,1.710782,5.314274999999999,159.98,168.04500000000002,37300.609500000006,6606.577,28322.01218556966
2021-04-21 12:00,155.794694,5.004452,8.084624,1.71333,5.3968549999999995,159.9,169.29500000000002,37652.0775,6115.848,28322.01218556966
2021-04-21 13:00,155.811238,5.75404,12.947776999999999,1.712855,5.470026,165.19,174.195,37984.365000000005,6334.175,28322.01218556966
2021-04-21 14:00,156.042388,6.137077,7.337491,1.7046599999999998,5.415858999999999,166.21,175.435,38530.465,6520.819,28322.01218556966
2021-04-21 15:00,159.850844,5.333377,9.220229,1.7101199999999999,5.782,167.84,177.32,38832.546,6740.66299999,28322.01218556966
2021-04-21 16:00,159.767717,5.4312629999999995,8.357289999999999,1.710538,5.833,170.34,180.375,39374.0415,6969.891,28322.01218556966
2021-04-21 17:00,160.256549,5.7301899999999995,10.989677,1.4980639999999998,5.801,173.01,183.975,40304.2935,6587.558,28322.01218556966
2021-04-21 18:00,160.476471,5.17528,12.998878999999999,1.6707729999999998,5.942826999999999,176.29,190.07,43726.817500000005,4016.37,28322.01218556966
2021-04-21 19:00,160.6034,4.397976,9.61595,1.691063,5.87707,175.51,187.5,46047.305,3571.134,28322.01218556966
2021-04-21 20:00,161.03143,5.554609,12.398610999999999,1.6908509999999999,5.878,175.19,186.72,44814.25,4302.747,28322.01218556966
2021-04-21 21:00,160.986564,5.563865,5.685739,1.688701,5.5210919999999994,174.22,184.985,43534.460999999996,4773.754,28322.01218556966
2021-04-21 22:00,161.068669,4.96965,12.46708,1.692893,5.315231,169.49,180.89999999999998,41669.733,5204.577,28322.01218556966
2021-04-21 23:00,161.15606,5.5645169999999995,16.330541999999998,1.711325,5.4257159999999995,166.99,178.13,39464.394499999995,5010.31099999,28322.01218556966
2021-04-22 00:00,100.666883,5.725975,13.181358,1.712673,5.080456,167.76,177.89,36917.691000000006,5159.642,28826.78515625
2021-04-22 01:00,93.735928,6.179609,10.835398999999999,1.721797,5.005458,157.59,165.37,35024.287500000006,5102.68599999,28322.01218556966
2021-04-22 02:00,93.99528,6.282738999999999,9.904384,1.73067,5.144264,142.79,156.935,33609.212,5016.881,28322.01218556966
2021-04-22 03:00,93.944364,6.283733,3.948158,1.7346659999999998,5.084661,138.67,147.86,32957.37699999999,4984.953,28322.01218556966
2021-04-22 04:00,94.483165,6.384,2.66391,1.7337049999999998,5.086371,141.05,152.82,32799.029500000004,5153.0,28322.01218556966
2021-04-22 05:00,94.17732199999999,6.280745,4.063016999999999,1.7399419999999999,4.763799,152.3,157.135,33473.157,5560.571,28322.01218556966
2021-04-22 06:00,162.06788699999998,6.06816,3.5763749999999996,1.687099,4.927951,162.64,166.31,34963.785,6331.845,28322.01218556966
2021-04-22 07:00,161.811722,6.6144359999999995,1.191227,1.837224,4.77861,162.97,167.95,36249.604,6635.356,28322.01218556966
2021-04-22 08:00,160.809488,6.341546,5.939807999999999,1.8898089999999999,5.504455999999999,167.13,175.21,38508.346,6192.858,28322.01218556966
2021-04-22 09:00,159.830887,6.793546,6.4942139999999995,1.850757,5.879014,168.56,179.07999999999998,39886.679000000004,5707.196,28322.01218556966
2021-04-22 10:00,158.879936,6.324123999999999,9.550196,1.804859,5.3928,168.82,179.59,40904.326,5811.951,28322.01218556966
2021-04-22 11:00,158.110888,6.278429999999999,7.060198,1.741155,5.755843,168.65,179.54,40698.5215,6364.967,28322.01218556966
